"DATA","MAQUINA","CODIGO","QTD","DESCRICAO","DESTINO","COMP","PESO_TOTAL"
"2025-11-12","Conformadora de Telhas","02014","100","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-12","Conformadora de Telhas","02000","51","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-12","Perfil ""U"" BR200 Regiane","00651k","635","PERFIL US 50X25X1,95 GALV","Estoque","",""
"2025-11-12","Perfil ""U"" Marafon","00670k","320","PERFIL UE 75X40X15X1,95 GALV","Estoque","",""
"2025-11-13","Conformadora de Telhas","02017","100","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-13","Conformadora de Telhas","02016","200","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-13","Conformadora de Telhas","02015","100","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2025-11-13","Conformadora de Telhas","02000","94","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-13","Conformadora de Telhas","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-13","Conformadora de Telhas","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-13","Conformadora de Telhas","02020","218","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2025-11-12","Perfil ""U"" BR200 Regiane","00651b","749","PERFIL US 50X25X2,00","Estoque","",""
"2025-11-13","Perfil ""U"" BR200 Regiane","00651b","635","PERFIL US 50X25X2,00","Estoque","",""
"2025-11-14","Conformadora de Telhas","02020","100","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2025-11-14","Conformadora de Telhas","02000","155","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02004","300","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02006","3","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-10","Conformadora de Telhas","02006","100","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02003","100","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-11","Conformadora de Telhas","02006","180","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-11","Conformadora de Telhas","02005","60","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-11","Conformadora de Telhas","02020","67","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2025-11-11","Conformadora de Telhas","02006","200","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-03","Conformadora de Telhas","02017","55","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-03","Conformadora de Telhas","02017","45","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-03","Conformadora de Telhas","02004","200","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-03","Conformadora de Telhas","02005","200","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-03","Conformadora de Telhas","02006","200","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-03","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-03","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-03","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-03","Conformadora de Telhas","02000","2","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-03","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-03","Conformadora de Telhas","02000","6","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-04","Conformadora de Telhas","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-04","Conformadora de Telhas","02000","21","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-04","Conformadora de Telhas","02007","200","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2025-11-04","Conformadora de Telhas","02008","62","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2025-11-04","Conformadora de Telhas","02008","38","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2025-11-04","Conformadora de Telhas","02017","100","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-04","Conformadora de Telhas","02014","200","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","26","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","26","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","26","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02007","6","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2025-11-05","Conformadora de Telhas","02005","10","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","4","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","14","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-11","Conformadora de Telhas","02005","200","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-11","Conformadora de Telhas","02003","100","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2025-11-11","Conformadora de Telhas","02000","109","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","24","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02000","24","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-05","Conformadora de Telhas","02004","18","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-05","Conformadora de Telhas","02016","11","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-05","Conformadora de Telhas","02016","89","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-05","Conformadora de Telhas","02016","100","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02018","100","TELHA GALVALUME OND 17 0,43MM 8,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02017","1","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02016","100","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02015","100","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02016","212","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02015","18","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02014","18","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02013","54","TELHA GALVALUME OND 17 0,43MM 3,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02000","35","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-06","Conformadora de Telhas","02005","5","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-06","Conformadora de Telhas","02004","3","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02020","200","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02005","1","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02004","3","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","8","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02003","1","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02006","300","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02003","8","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","2","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02006","16","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","52","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02005","52","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","27","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","4","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-07","Conformadora de Telhas","02003","6","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02015","20","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02014","21","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02017","12","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02016","14","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02015","8","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02014","29","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-10","Conformadora de Telhas","02014","14","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-11","Perfil ""U"" ZL","00664D","88","PERFIL US 150X50X2,65","Estoque","",""
"2025-11-11","Perfil ""U"" ZL","00664E","158","PERFIL US 150X50X3,00","Estoque","",""
"2025-11-12","Conformadora de Telhas","02000","48","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-12","Conformadora de Telhas","02020","100","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2025-11-12","Conformadora de Telhas","02006","300","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-12","Conformadora de Telhas","02017","21","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-12","Conformadora de Telhas","02000","21","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-12","Conformadora de Telhas","02014","10","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-12","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-12","Conformadora de Telhas","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-12","Conformadora de Telhas","02017","100","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2025-11-12","Conformadora de Telhas","02016","100","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02006","10","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02004","2","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02006","150","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02007","10","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02006","4","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02005","8","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02004","15","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02006","11","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02000","36","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-14","Conformadora de Telhas","02000","34","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2025-11-14","Conformadora de Telhas","02016","10","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02015","5","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02014","10","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2025-11-14","Conformadora de Telhas","02013","5","TELHA GALVALUME OND 17 0,43MM 3,00M","Estoque","",""
"2025-11-14","Perfil ""U"" BR200 Regiane","00651a","241","PERFIL US 50X25X1,80","Estoque","",""
"2026-02-20","Perf. Telha Trapezoidal Marafon","02007","200","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-20","Perf. Telha Trapezoidal Marafon","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-20","Perf. Telha Trapezoidal Marafon","02020","200","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-20","Perf. Telha Trapezoidal Marafon","02020","200","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-23","Perf. Telha Ondulada V8","02007","500","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-23","Perf. Telha Ondulada V8","02005","500","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02000","4","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02000","7","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02000","21","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02005","15","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02000","15","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02004","32","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02000","27","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-23","Perf. Telha Trapezoidal Marafon","02000","6","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02020","100","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","30","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","24","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02020","6","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","14","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02005","7","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02005","93","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02005","38","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02004","1","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","5","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02003","38","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","4","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","8","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02000","4","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02004","296","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02004","4","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02003","100","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-02","Perf. Telha Trapezoidal Marafon","02003","100","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02006","148","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02006","52","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","22","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02020","22","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","44","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02006","12","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","12","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","24","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","36","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","36","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","12","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02006","12","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02000","21","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02007","81","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02006","1","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02006","119","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-03","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02020","100","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02000","12","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02000","7","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02005","91","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02005","209","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02017","100","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02013","100","TELHA GALVALUME OND 17 0,43MM 3,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02005","13","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02000","17","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
