"DATA","MAQUINA","CODIGO","QTD","DESCRICAO","DESTINO","COMP","PESO_TOTAL"
"2026-02-04","Perf. Telha Trapezoidal Marafon","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-04","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02006","66","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02006","134","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02008","100","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","18","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","16","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","5","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02020","100","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02006","30","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","32","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02005","25","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02004","26","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-05","Perf. Telha Trapezoidal Marafon","02000","25","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02007","63","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02007","37","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","40","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02003","20","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","46","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02003","23","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","28","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","28","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02003","28","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","38","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02007","69","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02007","31","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-06","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","9","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02005","268","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02005","32","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02004","300","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","9","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02017","96","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02018","100","TELHA GALVALUME OND 17 0,43MM 8,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02016","25","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-09","Perf. Telha Trapezoidal Marafon","02000","34","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02006","7","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02004","1","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02006","93","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02000","95","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02003","11","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02000","62","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02006","100","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02016","56","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02016","144","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-02-10","Perf. Telha Trapezoidal Marafon","02014","1","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2026-02-11","Perf. Telha Ondulada V8","02018","100","TELHA GALVALUME OND 17 0,43MM 8,00M","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02000","47","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02003","10","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02000","44","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02000","19","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02000","19","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02006","200","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02003","200","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-11","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02006","15","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02005","11","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","8","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","6","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02006","34","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","6","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","16","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","15","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","124","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02020","31","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","62","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02006","10","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02000","25","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02004","48","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-12","Perf. Telha Trapezoidal Marafon","02004","52","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02006","202","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02000","27","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02004","4","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02003","5","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02000","36","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02007","17","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02004","17","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02000","94","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-13","Perf. Telha Trapezoidal Marafon","02007","200","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02006","25","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02005","1","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02003","1","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02006","175","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","7","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02007","40","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","70","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02006","19","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02006","15","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","14","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02004","18","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02003","20","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","38","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","38","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02014","100","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02016","10","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02017","7","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2026-02-18","Perf. Telha Trapezoidal Marafon","02000","10","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-19","Perf. Telha Trapezoidal Marafon","02020","250","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-19","Perf. Telha Trapezoidal Marafon","02000","13","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-19","Perf. Telha Trapezoidal Marafon","02020","13","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-19","Perf. Telha Trapezoidal Marafon","02000","173","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02008","30","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02006","35","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02000","35","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02000","94","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02005","94","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02004","47","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02020","47","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02006","16","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02000","32","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02000","46","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-24","Perf. Telha Trapezoidal Marafon","02000","12","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02007","1","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02005","1","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02000","6","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02004","7","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02006","100","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02000","6","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02000","218","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","02006","13","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-25","Perf. Telha Ondulada V8","02016","100","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-02-25","Perf. Telha Ondulada V8","02016","10","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-02-25","Perf. Telha Ondulada V8","02014","4","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02006","400","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02000","30","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02020","14","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02003","35","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02000","65","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02004","44","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-26","Perf. Telha Trapezoidal Marafon","02000","3","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-02-27","Perf. Telha Trapezoidal Marafon","02005","400","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-02-27","Perf. Telha Trapezoidal Marafon","02006","400","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02000","37","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02003","22","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02020","10","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02000","87","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02005","10","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02004","11","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02007","5","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02005","3","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-03","Perf. Telha Ondulada V8","02000","17","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02000","60","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-03","Perf. Telha Trapezoidal Marafon","02007","80","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-04","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-04","Perf. Telha Trapezoidal Marafon","02000","80","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-04","Perf. Telha Trapezoidal Marafon","02005","160","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-04","Perf. Telha Trapezoidal Marafon","02006","300","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-04","Perf. Telha Trapezoidal Marafon","02000","11","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-01-29","Rodadeira 02","81627","600","CACAMBA M 40 POP GALV","Estoque","",""
"2026-01-29","Rodadeira 02","81667","417","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-01-29","Rodadeira 02","81667","20","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-01-30","Rodadeira 02","81667","900","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-02-04","Prensa Debrum 03","81627","886","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-04","Prensa Debrum 03","81823","320","CACAMBA M 50 5.0","Estoque","",""
"2026-02-05","Prensa Debrum 03","81823","1670","CACAMBA M 50 5.0","Estoque","",""
"2026-02-05","Prensa Debrum 03","81823","1200","CACAMBA M 50 5.0","Estoque","",""
"2026-02-04","Rodadeira 02","81627","834","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-04","Rodadeira 02","81823","320","CACAMBA M 50 5.0","Estoque","",""
"2026-02-04","Rodadeira 01","81626","850","CACAMBA M 40 POP","Estoque","",""
"2026-02-05","Rodadeira 01","81667","242","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-02-05","Rodadeira 01","81053","989","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-02-05","Prensa Debrum 03","81053","829","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-02-05","Prensa Debrum 03","81667","155","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-02-05","Prensa Debrum 03","81053","228","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-02-05","Prensa Debrum 03","81053","321","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-02-05","Prensa Debrum 03","81667","700","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-02-03","Prensa Recorte 01","81627","1425","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-02","Prensa Recorte 01","81823","291","CACAMBA M 50 5.0","Estoque","",""
"2026-02-02","Prensa Recorte 01","81627","1080","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-03","Rodadeira 01","81627","310","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-02","Rodadeira 01","81627","110","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-02","Rodadeira 01","81626","167","CACAMBA M 40 POP","Estoque","",""
"2026-02-02","Prensa Debrum 03","81627","1375","CACAMBA M 40 POP GALV","Estoque","",""
"2026-02-02","Prensa Debrum 03","81627","757","CACAMBA M 40 POP GALV","Estoque","",""
