"DATA","MAQUINA","CODIGO","QTD","DESCRICAO","DESTINO","COMP","PESO_TOTAL"
"2026-03-06","Perf. Telha Trapezoidal Marafon","02008","100","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02000","134","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02014","6","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02013","10","TELHA GALVALUME OND 17 0,43MM 3,00M","Estoque","",""
"2026-03-06","Perf. Telha Trapezoidal Marafon","02000","26","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-03","Rodadeira 03","81667","1000","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-03","Rodadeira 03","81667","600","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-03","Rodadeira 03","81053","200","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-03","Rodadeira 03","81667","900","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-05","Rodadeira 01","81627","740","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-04","Prensa Debrum 03","81627","1875","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-05","Prensa Debrum 03","81627","2000","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-04","Prensa Estampa 09","81667","1160","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-05","Prensa Estampa 09","81667","1221","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-04","Rodadeira 01","81627","700","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-04","Rodadeira 01","81627","1126","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-04","Rodadeira 01","81627","1100","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-04","Prensa Recorte 01","81627","2000","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-03","Prensa Recorte 01","81627","1501","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Perf. Telha Trapezoidal Marafon","02000","57","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-09","Perf. Telha Ondulada V8","02007","7","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-09","Perf. Telha Ondulada V8","02003","3","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-09","Perf. Telha Ondulada V8","02020","11","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-09","Perf. Telha Ondulada V8","02006","69","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-06","Rodadeira 02","81627","1200","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Rodadeira 02","81627","1034","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Rodadeira 02","81626","161","CACAMBA M 40 POP","Estoque","",""
"2026-03-06","Prensa Recorte 01","81627","1650","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Prensa Debrum 03","81627","1850","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-06","Prensa Debrum 03","81627","1450","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Rodadeira 03","81667","1100","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-06","Rodadeira 03","81053","100","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-06","Rodadeira 03","81667","800","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-06","Prensa Recorte 02","81667","2000","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-05","Prensa Recorte 02","81627","800","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-06","Rodadeira 01","81627","341","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Rodadeira 01","81627","750","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-11","Perfil ""U"" ZL","00672B","114","PERFIL UE 100X50X17X2,00","Estoque","",""
"2026-03-11","Perf. Telha Trapezoidal Marafon","02008","50","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-11","Perf. Telha Trapezoidal Marafon","02006","200","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-11","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-11","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02005","300","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02006","200","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02004","100","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02006","400","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02004","201","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02003","100","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-13","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-16","Perf. Telha Trapezoidal Marafon","02005","200","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-16","Perf. Telha Trapezoidal Marafon","02004","89","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-16","Perf. Telha Trapezoidal Marafon","02006","60","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-17","Perf. Telha Trapezoidal Marafon","02006","31","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-18","Perf. Telha Trapezoidal Marafon","02006","200","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-18","Perf. Telha Trapezoidal Marafon","02004","202","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-18","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-18","Perf. Telha Trapezoidal Marafon","02006","150","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-18","Perf. Telha Trapezoidal Marafon","02000","246","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02000","47","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02008","50","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02007","50","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02000","50","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02006","50","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02000","113","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02003","31","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02020","31","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-19","Perf. Telha Trapezoidal Marafon","02000","164","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02000","290","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02020","37","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02008","35","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02008","65","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02007","100","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02000","26","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-20","Perf. Telha Trapezoidal Marafon","02000","63","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-13","Prensa Recorte 02","81053","2085","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-16","Prensa Recorte 02","81053","1563","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-16","Prensa Recorte 02","81667","426","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-16","Prensa Debrum 03","81823","1132","CACAMBA M 50 5.0","Estoque","",""
"2026-03-16","Prensa Debrum 03","81627","117","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-17","Prensa Debrum 03","81058","370","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-17","Prensa Recorte 01","81053","196","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-17","Prensa Recorte 01","81055","1004","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-16","Prensa Recorte 01","81823","1017","CACAMBA M 50 5.0","Estoque","",""
"2026-03-16","Prensa Recorte 01","81058","173","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-16","Prensa Recorte 01","81823","573","CACAMBA M 50 5.0","Estoque","",""
"2026-03-17","Rodadeira 01","81058","154","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-17","Rodadeira 03","81667","1000","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-17","Rodadeira 03","81053","94","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-16","Rodadeira 03","81626","590","CACAMBA M 40 POP","Estoque","",""
"2026-03-17","Rodadeira 01","81626","511","CACAMBA M 40 POP","Estoque","",""
"2026-03-17","Rodadeira 01","81627","500","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-16","Rodadeira 02","81823","520","CACAMBA M 50 5.0","Estoque","",""
"2026-03-16","Rodadeira 02","81058","80","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-17","Rodadeira 02","81058","141","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-17","Rodadeira 02","81055","523","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-23","Perf. Telha Trapezoidal Marafon","02000","212","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-23","Perf. Telha Trapezoidal Marafon","02006","222","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-23","Perf. Telha Trapezoidal Marafon","02005","100","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-23","Perf. Telha Trapezoidal Marafon","02008","100","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-09","Prensa Estampa 09","81667","764","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-09","Prensa Estampa 09","81053","222","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-06","Prensa Estampa 09","81667","829","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-06","Prensa Estampa 04","81627","720","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-05","Prensa Estampa 04","81627","600","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-10","Prensa Estampa 09","81053","580","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-10","Prensa Estampa 09","81667","464","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-11","Prensa Estampa 09","81053","1098","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-10","Prensa Debrum 03","81626","850","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Prensa Debrum 03","81627","300","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-11","Prensa Debrum 03","81627","80","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-11","Prensa Debrum 03","81823","860","CACAMBA M 50 5.0","Estoque","",""
"2026-03-11","Prensa Debrum 03","81626","513","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Rodadeira 01","81626","350","CACAMBA M 40 POP","Estoque","",""
"2026-03-11","Rodadeira 01","81626","280","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Prensa Recorte 01","81627","400","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-10","Prensa Recorte 01","81626","536","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Prensa Recorte 01","81823","183","CACAMBA M 50 5.0","Estoque","",""
"2026-03-11","Prensa Recorte 01","81823","674","CACAMBA M 50 5.0","Estoque","",""
"2026-03-11","Prensa Recorte 01","81626","836","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Rodadeira 02","81626","290","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Rodadeira 02","81627","195","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-10","Rodadeira 02","81823","91","CACAMBA M 50 5.0","Estoque","",""
"2026-03-11","Rodadeira 02","81823","454","CACAMBA M 50 5.0","Estoque","",""
"2026-03-11","Rodadeira 02","81626","500","CACAMBA M 40 POP","Estoque","",""
"2026-03-10","Rodadeira 03","81667","900","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-11","Rodadeira 03","81053","730","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-10","Prensa Estampa 04","81627","307","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-10","Prensa Estampa 04","81626","53","CACAMBA M 40 POP","Estoque","",""
"2026-03-09","Prensa Estampa 04","81627","318","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Rodadeira 01","81627","1060","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-10","Rodadeira 01","81627","732","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-09","Prensa Recorte 02","81667","2080","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-10","Prensa Recorte 02","81667","151","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-10","Prensa Recorte 02","81053","201","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02000","228","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02006","36","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02003","18","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02003","2","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02005","24","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02004","12","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02003","12","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02020","23","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02020","11","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02006","1","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02004","2","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02020","12","TELHA CUMEEIRA GL TRAP 40 ABAS 300MM","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02005","9","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02004","11","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02005","6","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-24","Perf. Telha Trapezoidal Marafon","02006","100","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-17","Prensa Recorte 02","81667","1169","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-18","Prensa Recorte 02","81667","1770","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-18","Rodadeira 03","81823","530","CACAMBA M 50 5.0","Estoque","",""
"2026-03-18","Rodadeira 03","81055","110","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-19","Rodadeira 02","81667","630","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-18","Rodadeira 02","81667","1030","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-18","Rodadeira 03","81667","437","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-18","Rodadeira 01","81627","775","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-19","Rodadeira 02","81055","186","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-20","Rodadeira 03","81053","200","CACAMBA M 40 CONSTRUTOR","Estoque","",""
"2026-03-20","Rodadeira 03","81667","625","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-23","Rodadeira 03","81667","900","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-20","Rodadeira 03","81667","647","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-20","Rodadeira 03","81627","500","CACAMBA M 40 POP GALV","Estoque","",""
"2026-03-19","Prensa Debrum 03","81055","1075","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-17","Prensa Debrum 03","81667","1060","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-16","Prensa Debrum 03","81667","945","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-19","Prensa Estampa 09","81667","1115","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-18","Prensa Estampa 09","81667","960","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-19","Prensa Recorte 02","81667","1525","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-20","Prensa Recorte 02","81667","1000","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-23","Rodadeira 01","81055","500","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-23","Rodadeira 01","81058","100","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-20","Prensa Recorte 01","81055","1108","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-20","Prensa Recorte 01","81058","42","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-23","Prensa Recorte 01","81058","961","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-23","Prensa Estampa 09","81667","925","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-23","Prensa Estampa 09","81667","55","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-20","Prensa Estampa 09","81667","1020","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-25","Perf. Telha Trapezoidal Marafon","02006","400","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-25","Perf. Telha Trapezoidal Marafon","02005","400","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-25","Perf. Telha Trapezoidal Marafon","02000","26","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-25","Perf. Telha Ondulada V8","02017","9","TELHA GALVALUME OND 17 0,43MM 7,00M","Estoque","",""
"2026-03-25","Perf. Telha Ondulada V8","02015","15","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2026-03-25","Perf. Telha Ondulada V8","02015","18","TELHA GALVALUME OND 17 0,43MM 5,00M","Estoque","",""
"2026-03-25","Perf. Telha Ondulada V8","02014","6","TELHA GALVALUME OND 17 0,43MM 4,00M","Estoque","",""
"2026-03-13","Prensa Estampa 04","81823","746","CACAMBA M 50 5.0","Estoque","",""
"2026-03-17","Prensa 500 ton","81055","627","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-18","Prensa 500 ton","81055","480","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-18","Prensa Estampa 04","81823","239","CACAMBA M 50 5.0","Estoque","",""
"2026-03-20","Prensa 500 ton","81058","693","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-23","Rodadeira 02","81058","100","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-23","Rodadeira 02","81055","150","CACAMBA M 60 SUPER","Estoque","",""
"2026-03-24","Rodadeira 02","81058","343","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-23","Prensa 500 ton","81058","448","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-23","Prensa Recorte 02","81667","1953","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-24","Prensa Recorte 02","81667","1600","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-24","Prensa Estampa 09","81667","1055","CACAMBA M 40 CONST GALV","Estoque","",""
"2026-03-24","Rodadeira 01","81058","450","CACAMBA M 75 PLUS","Estoque","",""
"2026-03-26","Perf. Telha Trapezoidal Marafon","02007","300","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-26","Perf. Telha Trapezoidal Marafon","02003","200","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-26","Perf. Telha Trapezoidal Marafon","02004","200","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-26","Perf. Telha Trapezoidal Marafon","02000","50","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02006","93","TELHA GALVALUME TP 40 0,43MM 6,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02000","230","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02003","8","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02003","9","TELHA GALVALUME TP 40 0,43MM 3,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02004","9","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02008","6","TELHA GALVALUME TP 40 0,43MM 8,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02007","56","TELHA GALVALUME TP 40 0,43MM 7,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02004","1","TELHA GALVALUME TP 40 0,43MM 4,00M","Estoque","",""
"2026-03-27","Perf. Telha Trapezoidal Marafon","02005","142","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-30","Perf. Telha Trapezoidal Marafon","02005","58","TELHA GALVALUME TP 40 0,43MM 5,00M","Estoque","",""
"2026-03-30","Perf. Telha Ondulada V8","02016","29","TELHA GALVALUME OND 17 0,43MM 6,00M","Estoque","",""
"2026-03-30","Perf. Telha Ondulada V8","02000","32","TELHA GALVALUME TP 40 0,43MM","Estoque","",""
